Category,Longitude,Latitude
5,-130.96245454068458,-79
5,-130.80527846164105,-78
5,-130.80527846164105,-78
5,-130.80527846164105,-78
5,-130.80527846164105,-78
5,-130.80527846164105,-78
5,-130.89759678453078,-77
5,-130.89759678453078,-77
5,-130.89759678453078,-77
5,-130.89759678453078,-77
5,-130.89759678453078,-77
5,-130.9795761351116,-76
5,-130.9795761351116,-76
5,-130.9795761351116,-76
5,-130.9795761351116,-76
5,-130.9795761351116,-76
5,-130.79182186076002,-75
5,-130.79182186076002,-75
5,-130.79182186076002,-75
5,-130.79182186076002,-75
5,-130.79182186076002,-75
5,-129.88064955134212,-80
5,-129.88064955134212,-80
5,-129.88064955134212,-80
5,-129.88064955134212,-80
5,-129.88064955134212,-80
5,-129.78555594370806,-79
5,-129.78555594370806,-79
5,-129.78555594370806,-79
5,-129.78555594370806,-79
5,-129.78555594370806,-79
5,-129.82429626799598,-78
5,-129.82429626799598,-78
5,-129.82429626799598,-78
5,-129.82429626799598,-78
5,-129.82429626799598,-78
5,-129.81919456932567,-77
5,-129.81919456932567,-77
5,-129.81919456932567,-77
5,-129.81919456932567,-77
5,-129.81919456932567,-77
5,-129.82636556202047,-76
5,-129.82636556202047,-76
5,-129.82636556202047,-76
5,-129.82636556202047,-76
5,-129.82636556202047,-76
5,-129.81857417499336,-75
5,-129.81857417499336,-75
5,-129.81857417499336,-75
5,-129.81857417499336,-75
5,-129.81857417499336,-75
5,-128.86483470782235,-80
5,-128.86483470782235,-80
5,-128.86483470782235,-80
5,-128.86483470782235,-80
5,-128.86483470782235,-80
5,-128.9447118737233,-79
5,-128.9447118737233,-79
5,-128.9447118737233,-79
5,-128.9447118737233,-79
5,-128.9447118737233,-79
5,-128.81775438477956,-78
5,-128.81775438477956,-78
5,-128.81775438477956,-78
5,-128.81775438477956,-78
5,-128.81775438477956,-78
5,-128.76631748572228,-77
5,-128.76631748572228,-77
5,-128.76631748572228,-77
5,-128.76631748572228,-77
5,-128.76631748572228,-77
5,-128.97206146280223,-76
5,-128.97206146280223,-76
5,-128.97206146280223,-76
5,-128.97206146280223,-76
5,-128.97206146280223,-76
5,-128.89421512551237,-75
5,-128.89421512551237,-75
5,-128.89421512551237,-75
5,-128.89421512551237,-75
5,-128.89421512551237,-75
5,-128.93570605964337,-74
5,-128.93570605964337,-74
5,-128.93570605964337,-74
5,-128.93570605964337,-74
5,-128.93570605964337,-74
5,-127.89711737870604,-80
5,-127.89711737870604,-80
5,-127.89711737870604,-80
5,-127.89711737870604,-80
5,-127.89711737870604,-80
5,-127.77322948221058,-79
5,-127.77322948221058,-79
5,-127.77322948221058,-79
5,-127.77322948221058,-79
5,-127.77322948221058,-79
5,-127.85605279228835,-78
5,-127.85605279228835,-78
5,-127.85605279228835,-78
5,-127.85605279228835,-78
5,-127.85605279228835,-78
5,-127.9065290523853,-77
5,-127.9065290523853,-77
5,-127.9065290523853,-77
5,-127.9065290523853,-77
5,-127.9065290523853,-77
5,-127.92926583226749,-76
5,-127.92926583226749,-76
5,-127.92926583226749,-76
5,-127.92926583226749,-76
5,-127.92926583226749,-76
5,-127.99838504583285,-75
5,-127.99838504583285,-75
5,-127.99838504583285,-75
5,-127.99838504583285,-75
5,-127.99838504583285,-75
5,-127.7674345223555,-74
5,-127.7674345223555,-74
5,-127.7674345223555,-74
5,-127.7674345223555,-74
5,-127.7674345223555,-74
5,-126.86981487215002,-80
5,-126.86981487215002,-80
5,-126.86981487215002,-80
5,-126.86981487215002,-80
5,-126.86981487215002,-80
5,-126.88903578759886,-79
5,-126.88903578759886,-79
5,-126.88903578759886,-79
5,-126.88903578759886,-79
5,-126.88903578759886,-79
5,-126.7961315959442,-78
5,-126.7961315959442,-78
5,-126.7961315959442,-78
5,-126.7961315959442,-78
5,-126.7961315959442,-78
5,-126.91671878715563,-77
5,-126.91671878715563,-77
5,-126.91671878715563,-77
5,-126.91671878715563,-77
5,-126.91671878715563,-77
5,-126.98990957989298,-76
5,-126.98990957989298,-76
5,-126.98990957989298,-76
5,-126.98990957989298,-76
5,-126.98990957989298,-76
5,-126.94751644021284,-75
5,-126.94751644021284,-75
5,-126.94751644021284,-75
5,-126.94751644021284,-75
5,-126.94751644021284,-75
5,-126.87694368854622,-74
5,-126.87694368854622,-74
5,-126.87694368854622,-74
5,-126.87694368854622,-74
5,-126.87694368854622,-74
5,-125.96861133190416,-80
5,-125.96861133190416,-80
5,-125.96861133190416,-80
5,-125.96861133190416,-80
5,-125.96861133190416,-80
5,-125.82474412676885,-79
5,-125.82474412676885,-79
5,-125.82474412676885,-79
5,-125.82474412676885,-79
5,-125.82474412676885,-79
5,-125.98122599035229,-78
5,-125.98122599035229,-78
5,-125.98122599035229,-78
5,-125.98122599035229,-78
5,-125.98122599035229,-78
6,-125.90238083186284,-77
6,-125.90238083186284,-77
6,-125.90238083186284,-77
6,-125.90238083186284,-77
6,-125.90238083186284,-77
6,-125.90238083186284,-77
6,-125.99511838308254,-76
6,-125.99511838308254,-76
6,-125.99511838308254,-76
6,-125.99511838308254,-76
6,-125.99511838308254,-76
6,-125.99511838308254,-76
5,-125.95231496918312,-75
5,-125.95231496918312,-75
5,-125.95231496918312,-75
5,-125.95231496918312,-75
5,-125.95231496918312,-75
5,-125.98159016899287,-74
5,-125.98159016899287,-74
5,-125.98159016899287,-74
5,-125.98159016899287,-74
5,-125.98159016899287,-74
5,-125.77476473196272,-73
5,-125.77476473196272,-73
5,-125.77476473196272,-73
5,-125.77476473196272,-73
5,-125.77476473196272,-73
5,-124.99039482382233,-80
5,-124.99039482382233,-80
5,-124.99039482382233,-80
5,-124.99039482382233,-80
5,-124.99039482382233,-80
5,-124.90248761610503,-79
5,-124.90248761610503,-79
5,-124.90248761610503,-79
5,-124.90248761610503,-79
5,-124.90248761610503,-79
5,-124.78933282463773,-78
5,-124.78933282463773,-78
5,-124.78933282463773,-78
5,-124.78933282463773,-78
5,-124.78933282463773,-78
6,-124.82024996944241,-77
6,-124.82024996944241,-77
6,-124.82024996944241,-77
6,-124.82024996944241,-77
6,-124.82024996944241,-77
6,-124.82024996944241,-77
6,-124.82822831529474,-76
6,-124.82822831529474,-76
6,-124.82822831529474,-76
6,-124.82822831529474,-76
6,-124.82822831529474,-76
6,-124.82822831529474,-76
6,-124.75695378085156,-75
6,-124.75695378085156,-75
6,-124.75695378085156,-75
6,-124.75695378085156,-75
6,-124.75695378085156,-75
6,-124.75695378085156,-75
5,-124.89527026039696,-74
5,-124.89527026039696,-74
5,-124.89527026039696,-74
5,-124.89527026039696,-74
5,-124.89527026039696,-74
5,-124.8575487349947,-73
5,-124.8575487349947,-73
5,-124.8575487349947,-73
5,-124.8575487349947,-73
5,-124.8575487349947,-73
5,-123.78424322536627,-80
5,-123.78424322536627,-80
5,-123.78424322536627,-80
5,-123.78424322536627,-80
5,-123.78424322536627,-80
5,-123.91474662625613,-79
5,-123.91474662625613,-79
5,-123.91474662625613,-79
5,-123.91474662625613,-79
5,-123.91474662625613,-79
5,-123.7721826114767,-78
5,-123.7721826114767,-78
5,-123.7721826114767,-78
5,-123.7721826114767,-78
5,-123.7721826114767,-78
6,-123.92382306910892,-77
6,-123.92382306910892,-77
6,-123.92382306910892,-77
6,-123.92382306910892,-77
6,-123.92382306910892,-77
6,-123.92382306910892,-77
6,-123.81805333401093,-76
6,-123.81805333401093,-76
6,-123.81805333401093,-76
6,-123.81805333401093,-76
6,-123.81805333401093,-76
6,-123.81805333401093,-76
6,-123.79687434539517,-75
6,-123.79687434539517,-75
6,-123.79687434539517,-75
6,-123.79687434539517,-75
6,-123.79687434539517,-75
6,-123.79687434539517,-75
6,-123.84614201534376,-74
6,-123.84614201534376,-74
6,-123.84614201534376,-74
6,-123.84614201534376,-74
6,-123.84614201534376,-74
6,-123.84614201534376,-74
5,-123.88501457986635,-73
5,-123.88501457986635,-73
5,-123.88501457986635,-73
5,-123.88501457986635,-73
5,-123.88501457986635,-73
5,-123.90312247843477,-72
5,-123.90312247843477,-72
5,-123.90312247843477,-72
5,-123.90312247843477,-72
5,-123.90312247843477,-72
5,-122.95218107326028,-80
5,-122.95218107326028,-80
5,-122.95218107326028,-80
5,-122.95218107326028,-80
5,-122.95218107326028,-80
5,-122.87120701094697,-79
5,-122.87120701094697,-79
5,-122.87120701094697,-79
5,-122.87120701094697,-79
5,-122.87120701094697,-79
6,-122.98528362942962,-78
6,-122.98528362942962,-78
6,-122.98528362942962,-78
6,-122.98528362942962,-78
6,-122.98528362942962,-78
6,-122.98528362942962,-78
6,-122.84616260021551,-77
6,-122.84616260021551,-77
6,-122.84616260021551,-77
6,-122.84616260021551,-77
6,-122.84616260021551,-77
6,-122.84616260021551,-77
6,-122.90424154369676,-76
6,-122.90424154369676,-76
6,-122.90424154369676,-76
6,-122.90424154369676,-76
6,-122.90424154369676,-76
6,-122.90424154369676,-76
6,-122.8904258439447,-75
6,-122.8904258439447,-75
6,-122.8904258439447,-75
6,-122.8904258439447,-75
6,-122.8904258439447,-75
6,-122.8904258439447,-75
6,-122.88497477770663,-74
6,-122.88497477770663,-74
6,-122.88497477770663,-74
6,-122.88497477770663,-74
6,-122.88497477770663,-74
6,-122.88497477770663,-74
5,-122.9844576529633,-73
5,-122.9844576529633,-73
5,-122.9844576529633,-73
5,-122.9844576529633,-73
5,-122.9844576529633,-73
5,-122.79414899171391,-72
5,-122.79414899171391,-72
5,-122.79414899171391,-72
5,-122.79414899171391,-72
5,-122.79414899171391,-72
5,-121.90216638068738,-80
5,-121.90216638068738,-80
5,-121.90216638068738,-80
5,-121.90216638068738,-80
5,-121.90216638068738,-80
5,-121.95365421178401,-79
5,-121.95365421178401,-79
5,-121.95365421178401,-79
5,-121.95365421178401,-79
5,-121.95365421178401,-79
6,-121.80501833388837,-78
6,-121.80501833388837,-78
6,-121.80501833388837,-78
6,-121.80501833388837,-78
6,-121.80501833388837,-78
6,-121.80501833388837,-78
6,-121.90965643274446,-77
6,-121.90965643274446,-77
6,-121.90965643274446,-77
6,-121.90965643274446,-77
6,-121.90965643274446,-77
6,-121.90965643274446,-77
6,-121.9515938642628,-76
6,-121.9515938642628,-76
6,-121.9515938642628,-76
6,-121.9515938642628,-76
6,-121.9515938642628,-76
6,-121.9515938642628,-76
6,-121.84697641059019,-75
6,-121.84697641059019,-75
6,-121.84697641059019,-75
6,-121.84697641059019,-75
6,-121.84697641059019,-75
6,-121.84697641059019,-75
6,-121.86671901462039,-74
6,-121.86671901462039,-74
6,-121.86671901462039,-74
6,-121.86671901462039,-74
6,-121.86671901462039,-74
6,-121.86671901462039,-74
6,-121.7607785823996,-73
6,-121.7607785823996,-73
6,-121.7607785823996,-73
6,-121.7607785823996,-73
6,-121.7607785823996,-73
6,-121.7607785823996,-73
5,-121.77657861379694,-72
5,-121.77657861379694,-72
5,-121.77657861379694,-72
5,-121.77657861379694,-72
5,-121.77657861379694,-72
5,-120.96417418013102,-80
5,-120.96417418013102,-80
5,-120.96417418013102,-80
5,-120.96417418013102,-80
5,-120.96417418013102,-80
5,-120.77973239651531,-79
5,-120.77973239651531,-79
5,-120.77973239651531,-79
5,-120.77973239651531,-79
5,-120.77973239651531,-79
6,-120.75150896109538,-78
6,-120.75150896109538,-78
6,-120.75150896109538,-78
6,-120.75150896109538,-78
6,-120.75150896109538,-78
6,-120.75150896109538,-78
6,-120.87152471985522,-77
6,-120.87152471985522,-77
6,-120.87152471985522,-77
6,-120.87152471985522,-77
6,-120.87152471985522,-77
6,-120.87152471985522,-77
6,-120.78839880677576,-76
6,-120.78839880677576,-76
6,-120.78839880677576,-76
6,-120.78839880677576,-76
6,-120.78839880677576,-76
6,-120.78839880677576,-76
6,-120.87375599688173,-75
6,-120.87375599688173,-75
6,-120.87375599688173,-75
6,-120.87375599688173,-75
6,-120.87375599688173,-75
6,-120.87375599688173,-75
6,-120.91878029317812,-74
6,-120.91878029317812,-74
6,-120.91878029317812,-74
6,-120.91878029317812,-74
6,-120.91878029317812,-74
6,-120.91878029317812,-74
6,-120.8789333180673,-73
6,-120.8789333180673,-73
6,-120.8789333180673,-73
6,-120.8789333180673,-73
6,-120.8789333180673,-73
6,-120.8789333180673,-73
5,-120.98686171323017,-72
5,-120.98686171323017,-72
5,-120.98686171323017,-72
5,-120.98686171323017,-72
5,-120.98686171323017,-72
5,-120.8429019895291,-71
5,-120.8429019895291,-71
5,-120.8429019895291,-71
5,-120.8429019895291,-71
5,-120.8429019895291,-71
5,-119.75334644663987,-80
5,-119.75334644663987,-80
5,-119.75334644663987,-80
5,-119.75334644663987,-80
5,-119.75334644663987,-80
5,-119.89052173248771,-79
5,-119.89052173248771,-79
5,-119.89052173248771,-79
5,-119.89052173248771,-79
5,-119.89052173248771,-79
6,-119.90702598312238,-78
6,-119.90702598312238,-78
6,-119.90702598312238,-78
6,-119.90702598312238,-78
6,-119.90702598312238,-78
6,-119.90702598312238,-78
6,-119.90200383953872,-77
6,-119.90200383953872,-77
6,-119.90200383953872,-77
6,-119.90200383953872,-77
6,-119.90200383953872,-77
6,-119.90200383953872,-77
6,-119.8123256079479,-76
6,-119.8123256079479,-76
6,-119.8123256079479,-76
6,-119.8123256079479,-76
6,-119.8123256079479,-76
6,-119.8123256079479,-76
6,-119.87489919945735,-75
6,-119.87489919945735,-75
6,-119.87489919945735,-75
6,-119.87489919945735,-75
6,-119.87489919945735,-75
6,-119.87489919945735,-75
6,-119.7599785808985,-74
6,-119.7599785808985,-74
6,-119.7599785808985,-74
6,-119.7599785808985,-74
6,-119.7599785808985,-74
6,-119.7599785808985,-74
6,-119.96320569071351,-73
6,-119.96320569071351,-73
6,-119.96320569071351,-73
6,-119.96320569071351,-73
6,-119.96320569071351,-73
6,-119.96320569071351,-73
5,-119.78399484104335,-72
5,-119.78399484104335,-72
5,-119.78399484104335,-72
5,-119.78399484104335,-72
5,-119.78399484104335,-72
5,-119.86936306578941,-71
5,-119.86936306578941,-71
5,-119.86936306578941,-71
5,-119.86936306578941,-71
5,-119.86936306578941,-71
5,-118.91376466267617,-80
5,-118.91376466267617,-80
5,-118.91376466267617,-80
5,-118.91376466267617,-80
5,-118.91376466267617,-80
5,-118.87139658646429,-79
5,-118.87139658646429,-79
5,-118.87139658646429,-79
5,-118.87139658646429,-79
5,-118.87139658646429,-79
6,-118.76135173607591,-78
6,-118.76135173607591,-78
6,-118.76135173607591,-78
6,-118.76135173607591,-78
6,-118.76135173607591,-78
6,-118.76135173607591,-78
6,-118.96895278933964,-77
6,-118.96895278933964,-77
6,-118.96895278933964,-77
6,-118.96895278933964,-77
6,-118.96895278933964,-77
6,-118.96895278933964,-77
6,-118.98698161527807,-76
6,-118.98698161527807,-76
6,-118.98698161527807,-76
6,-118.98698161527807,-76
6,-118.98698161527807,-76
6,-118.98698161527807,-76
7,-118.82133636342131,-75
7,-118.82133636342131,-75
7,-118.82133636342131,-75
7,-118.82133636342131,-75
7,-118.82133636342131,-75
7,-118.82133636342131,-75
7,-118.82133636342131,-75
7,-118.88796166929495,-74
7,-118.88796166929495,-74
7,-118.88796166929495,-74
7,-118.88796166929495,-74
7,-118.88796166929495,-74
7,-118.88796166929495,-74
7,-118.88796166929495,-74
6,-118.85842827552521,-73
6,-118.85842827552521,-73
6,-118.85842827552521,-73
6,-118.85842827552521,-73
6,-118.85842827552521,-73
6,-118.85842827552521,-73
6,-118.97751421467981,-72
6,-118.97751421467981,-72
6,-118.97751421467981,-72
6,-118.97751421467981,-72
6,-118.97751421467981,-72
6,-118.97751421467981,-72
5,-118.79592728647104,-71
5,-118.79592728647104,-71
5,-118.79592728647104,-71
5,-118.79592728647104,-71
5,-118.79592728647104,-71
5,-117.87443645102982,-80
5,-117.87443645102982,-80
5,-117.87443645102982,-80
5,-117.87443645102982,-80
5,-117.87443645102982,-80
5,-117.77847868213267,-79
5,-117.77847868213267,-79
5,-117.77847868213267,-79
5,-117.77847868213267,-79
5,-117.77847868213267,-79
6,-117.97450336734103,-78
6,-117.97450336734103,-78
6,-117.97450336734103,-78
6,-117.97450336734103,-78
6,-117.97450336734103,-78
6,-117.97450336734103,-78
6,-117.9947218063953,-77
6,-117.9947218063953,-77
6,-117.9947218063953,-77
6,-117.9947218063953,-77
6,-117.9947218063953,-77
6,-117.9947218063953,-77
7,-117.94808815229935,-76
7,-117.94808815229935,-76
7,-117.94808815229935,-76
7,-117.94808815229935,-76
7,-117.94808815229935,-76
7,-117.94808815229935,-76
7,-117.94808815229935,-76
7,-117.83185075920304,-75
7,-117.83185075920304,-75
7,-117.83185075920304,-75
7,-117.83185075920304,-75
7,-117.83185075920304,-75
7,-117.83185075920304,-75
7,-117.83185075920304,-75
7,-117.88861189631491,-74
7,-117.88861189631491,-74
7,-117.88861189631491,-74
7,-117.88861189631491,-74
7,-117.88861189631491,-74
7,-117.88861189631491,-74
7,-117.88861189631491,-74
6,-117.88081517573073,-73
6,-117.88081517573073,-73
6,-117.88081517573073,-73
6,-117.88081517573073,-73
6,-117.88081517573073,-73
6,-117.88081517573073,-73
6,-117.78991217072033,-72
6,-117.78991217072033,-72
6,-117.78991217072033,-72
6,-117.78991217072033,-72
6,-117.78991217072033,-72
6,-117.78991217072033,-72
5,-117.94833312503326,-71
5,-117.94833312503326,-71
5,-117.94833312503326,-71
5,-117.94833312503326,-71
5,-117.94833312503326,-71
5,-117.93802462974851,-70
5,-117.93802462974851,-70
5,-117.93802462974851,-70
5,-117.93802462974851,-70
5,-117.93802462974851,-70
5,-116.76335659017704,-80
5,-116.76335659017704,-80
5,-116.76335659017704,-80
5,-116.76335659017704,-80
5,-116.76335659017704,-80
5,-116.75793158797178,-79
5,-116.75793158797178,-79
5,-116.75793158797178,-79
5,-116.75793158797178,-79
5,-116.75793158797178,-79
6,-116.90276027341031,-78
6,-116.90276027341031,-78
6,-116.90276027341031,-78
6,-116.90276027341031,-78
6,-116.90276027341031,-78
6,-116.90276027341031,-78
6,-116.93695176750023,-77
6,-116.93695176750023,-77
6,-116.93695176750023,-77
6,-116.93695176750023,-77
6,-116.93695176750023,-77
6,-116.93695176750023,-77
7,-116.80338474385539,-76
7,-116.80338474385539,-76
7,-116.80338474385539,-76
7,-116.80338474385539,-76
7,-116.80338474385539,-76
7,-116.80338474385539,-76
7,-116.80338474385539,-76
7,-116.98485433894994,-75
7,-116.98485433894994,-75
7,-116.98485433894994,-75
7,-116.98485433894994,-75
7,-116.98485433894994,-75
7,-116.98485433894994,-75
7,-116.98485433894994,-75
7,-116.98861711095729,-74
7,-116.98861711095729,-74
7,-116.98861711095729,-74
7,-116.98861711095729,-74
7,-116.98861711095729,-74
7,-116.98861711095729,-74
7,-116.98861711095729,-74
7,-116.86913693194573,-73
7,-116.86913693194573,-73
7,-116.86913693194573,-73
7,-116.86913693194573,-73
7,-116.86913693194573,-73
7,-116.86913693194573,-73
7,-116.86913693194573,-73
6,-116.87421034313103,-72
6,-116.87421034313103,-72
6,-116.87421034313103,-72
6,-116.87421034313103,-72
6,-116.87421034313103,-72
6,-116.87421034313103,-72
6,-116.82527280782853,-71
6,-116.82527280782853,-71
6,-116.82527280782853,-71
6,-116.82527280782853,-71
6,-116.82527280782853,-71
6,-116.82527280782853,-71
5,-116.88685711911207,-70
5,-116.88685711911207,-70
5,-116.88685711911207,-70
5,-116.88685711911207,-70
5,-116.88685711911207,-70
5,-115.86065668051799,-80
5,-115.86065668051799,-80
5,-115.86065668051799,-80
5,-115.86065668051799,-80
5,-115.86065668051799,-80
5,-115.85248975233884,-79
5,-115.85248975233884,-79
5,-115.85248975233884,-79
5,-115.85248975233884,-79
5,-115.85248975233884,-79
6,-115.77162415411796,-78
6,-115.77162415411796,-78
6,-115.77162415411796,-78
6,-115.77162415411796,-78
6,-115.77162415411796,-78
6,-115.77162415411796,-78
6,-115.94717437611499,-77
6,-115.94717437611499,-77
6,-115.94717437611499,-77
6,-115.94717437611499,-77
6,-115.94717437611499,-77
6,-115.94717437611499,-77
7,-115.88543495442734,-76
7,-115.88543495442734,-76
7,-115.88543495442734,-76
7,-115.88543495442734,-76
7,-115.88543495442734,-76
7,-115.88543495442734,-76
7,-115.88543495442734,-76
7,-115.94284459635641,-75
7,-115.94284459635641,-75
7,-115.94284459635641,-75
7,-115.94284459635641,-75
7,-115.94284459635641,-75
7,-115.94284459635641,-75
7,-115.94284459635641,-75
7,-115.75126918047555,-74
7,-115.75126918047555,-74
7,-115.75126918047555,-74
7,-115.75126918047555,-74
7,-115.75126918047555,-74
7,-115.75126918047555,-74
7,-115.75126918047555,-74
7,-115.90453358772108,-73
7,-115.90453358772108,-73
7,-115.90453358772108,-73
7,-115.90453358772108,-73
7,-115.90453358772108,-73
7,-115.90453358772108,-73
7,-115.90453358772108,-73
7,-115.89437045126202,-72
7,-115.89437045126202,-72
7,-115.89437045126202,-72
7,-115.89437045126202,-72
7,-115.89437045126202,-72
7,-115.89437045126202,-72
7,-115.89437045126202,-72
6,-115.93443316857028,-71
6,-115.93443316857028,-71
6,-115.93443316857028,-71
6,-115.93443316857028,-71
6,-115.93443316857028,-71
6,-115.93443316857028,-71
5,-115.84190789327471,-70
5,-115.84190789327471,-70
5,-115.84190789327471,-70
5,-115.84190789327471,-70
5,-115.84190789327471,-70
5,-114.84894719876328,-80
5,-114.84894719876328,-80
5,-114.84894719876328,-80
5,-114.84894719876328,-80
5,-114.84894719876328,-80
5,-114.90286842068274,-79
5,-114.90286842068274,-79
5,-114.90286842068274,-79
5,-114.90286842068274,-79
5,-114.90286842068274,-79
6,-114.98215394194528,-78
6,-114.98215394194528,-78
6,-114.98215394194528,-78
6,-114.98215394194528,-78
6,-114.98215394194528,-78
6,-114.98215394194528,-78
6,-114.82525073569744,-77
6,-114.82525073569744,-77
6,-114.82525073569744,-77
6,-114.82525073569744,-77
6,-114.82525073569744,-77
6,-114.82525073569744,-77
7,-114.89998721564542,-76
7,-114.89998721564542,-76
7,-114.89998721564542,-76
7,-114.89998721564542,-76
7,-114.89998721564542,-76
7,-114.89998721564542,-76
7,-114.89998721564542,-76
7,-114.85874189673982,-75
7,-114.85874189673982,-75
7,-114.85874189673982,-75
7,-114.85874189673982,-75
7,-114.85874189673982,-75
7,-114.85874189673982,-75
7,-114.85874189673982,-75
7,-114.97896683602218,-74
7,-114.97896683602218,-74
7,-114.97896683602218,-74
7,-114.97896683602218,-74
7,-114.97896683602218,-74
7,-114.97896683602218,-74
7,-114.97896683602218,-74
7,-114.86823468857493,-73
7,-114.86823468857493,-73
7,-114.86823468857493,-73
7,-114.86823468857493,-73
7,-114.86823468857493,-73
7,-114.86823468857493,-73
7,-114.86823468857493,-73
7,-114.99145743732282,-72
7,-114.99145743732282,-72
7,-114.99145743732282,-72
7,-114.99145743732282,-72
7,-114.99145743732282,-72
7,-114.99145743732282,-72
7,-114.99145743732282,-72
6,-114.86491851555162,-71
6,-114.86491851555162,-71
6,-114.86491851555162,-71
6,-114.86491851555162,-71
6,-114.86491851555162,-71
6,-114.86491851555162,-71
5,-114.8533216620853,-70
5,-114.8533216620853,-70
5,-114.8533216620853,-70
5,-114.8533216620853,-70
5,-114.8533216620853,-70
5,-113.87706470594107,-80
5,-113.87706470594107,-80
5,-113.87706470594107,-80
5,-113.87706470594107,-80
5,-113.87706470594107,-80
5,-113.8083158580948,-79
5,-113.8083158580948,-79
5,-113.8083158580948,-79
5,-113.8083158580948,-79
5,-113.8083158580948,-79
6,-113.9276665638123,-78
6,-113.9276665638123,-78
6,-113.9276665638123,-78
6,-113.9276665638123,-78
6,-113.9276665638123,-78
6,-113.9276665638123,-78
6,-113.87962431246486,-77
6,-113.87962431246486,-77
6,-113.87962431246486,-77
6,-113.87962431246486,-77
6,-113.87962431246486,-77
6,-113.87962431246486,-77
7,-113.77225053070984,-76
7,-113.77225053070984,-76
7,-113.77225053070984,-76
7,-113.77225053070984,-76
7,-113.77225053070984,-76
7,-113.77225053070984,-76
7,-113.77225053070984,-76
7,-113.79823845271825,-75
7,-113.79823845271825,-75
7,-113.79823845271825,-75
7,-113.79823845271825,-75
7,-113.79823845271825,-75
7,-113.79823845271825,-75
7,-113.79823845271825,-75
7,-113.88858289098197,-74
7,-113.88858289098197,-74
7,-113.88858289098197,-74
7,-113.88858289098197,-74
7,-113.88858289098197,-74
7,-113.88858289098197,-74
7,-113.88858289098197,-74
7,-113.92428627964765,-73
7,-113.92428627964765,-73
7,-113.92428627964765,-73
7,-113.92428627964765,-73
7,-113.92428627964765,-73
7,-113.92428627964765,-73
7,-113.92428627964765,-73
7,-113.82113415351328,-72
7,-113.82113415351328,-72
7,-113.82113415351328,-72
7,-113.82113415351328,-72
7,-113.82113415351328,-72
7,-113.82113415351328,-72
7,-113.82113415351328,-72
6,-113.92924779271377,-71
6,-113.92924779271377,-71
6,-113.92924779271377,-71
6,-113.92924779271377,-71
6,-113.92924779271377,-71
6,-113.92924779271377,-71
6,-113.88911949109176,-70
